OBJECTID,year,quarter,light_desc,light_code,county_des,county_no,muni_desc,muni_code,junction_d,junction_c,collision_,collisio_2,surf_cond_,surf_con_2,lane_code,rd_cond_de,rd_cond_co,rd_div_des,rd_div_cod,fix_obj_de,fix_obj_co,report_no,report_typ,weather_de,weather_co,acc_date,acc_time,loc_code,signal_fla,signal_f_2,c_m_zone_f,agency_cod,area_code,harm_event,harm_eve_2,harm_eve_3,harm_eve_4,rte_no,route_type,rte_suffix,log_mile,logmile_di,logmile__2,mainroad_n,distance,feet_miles,feet_mil_2,distance_d,reference_,referenc_2,referenc_3,referenc_4,latitude,longitude,crashdate,date,Field1,x,y
1253,2020,Q4,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,2,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE1137005C,Injury Crash,,6.01,20201202,6/23/2023 12:32:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,1900,MU,,0.68,East,E,NAYLOR ST,0,Feet,F,E,50,US,BU,E SALISBURY PKWY,38.36833,-75.58628,20201202,12/2/2020 12:00:00 AM,,-75.5862796091166,38.3683326330446
1254,2020,Q4,Daylight,1,Wicomico,22,,133,Intersection,2,Head On Left Turn,2,Dry,2,0,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE4139009B,Injury Crash,,6.01,20201110,6/23/2023 12:00:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,50,US,BU,3.166,East,E,W SALISBURY PKWY,0,Feet,F,E,1780,MU,,MILL ST,38.36599,-75.6033,20201110,11/10/2020 12:00:00 AM,,-75.6033020316634,38.3659897462298
1255,2022,Q1,Daylight,1,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Dry,2,1,Other,88,"Two-way, Not Divided",1,Curb,4,ZVW291001K,Property Damage Crash,Not Applicable,0,20220315,6/23/2023 7:29:00 AM,,No,N,N,WICOMICO,UNK,Fixed Object,9,Not Applicable,0,631,MU,,0.93,West,W,W COLLEGE AVE,0,Feet,F,W,910,MU,,EVERGREEN AVE,38.34986,-75.61211,20220315,3/15/2022 12:00:00 AM,,-75.6121077848463,38.3498559905616
1256,2020,Q4,Daylight,1,Wicomico,22,,133,Intersection,2,Same Movement Angle,11,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE6121004N,Injury Crash,,6.01,20201125,6/23/2023 3:55:00 PM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Other Vehicle,1,370,MU,,0.68,South,S,CAMDEN AVE,0,Feet,F,S,2600,MU,,SOUTH BLVD,38.35446,-75.60617,20201125,11/25/2020 12:00:00 AM,,-75.6061719751565,38.3544631751355
1257,2022,Q1,Dark Lights On,3,Wicomico,22,,133,,9.04,Single Vehicle,17,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Curb,4,DE41150077,Property Damage Crash,,6.01,20220103,6/23/2023 12:05:00 AM,DE 8270,No,N,N,SALISBURY,UNK,Fixed Object,9,Not Applicable,0,631,MU,,0.18,West,W,W COLLEGE AVE,100,Feet,F,E,2710,MU,,S TOWER DR,38.34848,-75.60027,20220103,1/3/2022 12:00:00 AM,,-75.6002752868749,38.348476844231
1258,2020,Q4,Dark Lights On,3,Wicomico,22,,133,Intersection Related,3,Opposite Direction Sideswipe,6,Dry,2,3,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Curb,4,MSP7224001G,Property Damage Crash,,6.01,20201124,6/23/2023 5:31:00 PM,,No,N,N,MSP,UNK,Other Vehicle,1,Not Applicable,0,13,US,,12.65,North,N,N SALISBURY BLVD,0.5,Miles,M,N,416,CO,,NAYLOR MILL RD,38.41232,-75.56779,20201124,11/24/2020 12:00:00 AM,,-75.5677974996548,38.4123231669806
1259,2021,Q3,Dark Lights On,3,Wicomico,22,,133,Not Applicable,0,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE4168000W,Property Damage Crash,,6.01,20210922,6/23/2023 12:08:00 AM,,No,N,N,SALISBURY,UNK,Parked Vehicle,2,Parked Vehicle,2,1130,MU,,0.39,North,N,HAMMOND ST,0,Feet,F,N,260,MU,,BRITTINGHAM ST,38.37786,-75.5803,20210922,9/22/2021 12:00:00 AM,,-75.5802966515692,38.3778588520045
1260,2020,Q4,Dark Lights On,3,Wicomico,22,,133,Intersection Related,3,Single Vehicle,17,Wet,1,2,No Defects,1,"Two-way, Not Divided",1,Light Support Pole,8,DE2183005T,Property Damage Crash,Raining,3,20201013,6/23/2023 2:48:00 AM,,No,N,N,SALISBURY,UNK,Fixed Object,9,Fixed Object,9,13,US,BU,4.47,North,N,S SALISBURY BLVD,25,Feet,F,N,1830,MU,,MONTICELLO AVE,38.35295,-75.60117,20201013,10/13/2020 12:00:00 AM,,-75.6011722428048,38.352955852031
1261,2021,Q3,Daylight,1,Wicomico,22,,133,Intersection,2,Single Vehicle,17,Dry,2,0,No Defects,1,"Two-way, Divided, Positive Median Barrier",4,Not Applicable,0,DE2166005M,Injury Crash,,6.01,20210812,6/23/2023 9:11:00 AM,,Yes,Y,N,SALISBURY,UNK,Overturn,11,Not Applicable,0,50,US,BU,5.864,East,E,E SALISBURY PKWY,0,Feet,F,E,774,CO,,PHILLIP MORRIS DR,38.36525,-75.55501,20210812,8/12/2021 12:00:00 AM,,-75.5550082381396,38.3652511941873
1262,2020,Q4,Daylight,1,Wicomico,22,,133,Intersection,2,Same Direction Rear End,3,Dry,2,1,No Defects,1,"Two-way, Not Divided",1,Not Applicable,0,DE11370057,Injury Crash,,7.01,20201030,6/23/2023 11:17:00 AM,,Yes,Y,N,SALISBURY,UNK,Other Vehicle,1,Not Applicable,0,12,MD,,5.88,North,N,SNOW HILL RD,0,Feet,F,N,277,CO,,BEAGLIN PARK DR,38.34767,-75.58195,20201030,10/30/2020 12:00:00 AM,,-75.5819545400699,38.347669253933
